Step,AgentID,Type,Current_Emissions,Total_Emissions,Efficiency,A_Star_Cost,Position
1,79,vehicle,9.040275209994622,9.040275209994622,0.624341964807358,18.431426096724888,"(19, 4)"
1,80,energy,711.5674246231993,711.5674246231993,0.6740735877564874,1040.8544766563434,"(4, 6)"
1,81,energy,725.4337047417611,725.4337047417611,0.7794169402278213,1067.134280053758,"(9, 10)"
1,82,energy,13.47343755276444,13.47343755276444,0.898886357532838,29.019704840988027,"(8, 18)"
1,83,energy,465.85022029979376,465.85022029979376,0.6851997784101109,681.8287801175876,"(17, 10)"
1,84,energy,670.497201965733,670.497201965733,0.5052906121872935,972.2924922285486,"(1, 6)"
2,0,household,30.979770964159517,62.066802018085625,0.6008760485578084,66.58234649639363,"(15, 10)"
2,1,household,41.2790267957437,99.91064722253833,0.7263543449430726,110.1604774048088,"(13, 18)"
2,2,household,27.144733203871407,54.39365557099687,0.7640641584871442,59.49141727409358,"(7, 12)"
2,3,household,56.354799867172616,112.90522920396485,0.636139728652875,121.1205063923735,"(14, 19)"
2,4,household,57.57786033188267,115.36896786357318,0.7162646638970074,125.28254301662072,"(4, 7)"
2,5,household,24.362281919022855,48.810455285392976,0.6952816933533487,52.47886721567187,"(2, 11)"
2,6,household,35.393432319888646,70.95705003422493,0.8347803608876614,81.95177194314546,"(19, 3)"
2,7,household,43.27879358884373,86.71373898509277,0.796521492184264,93.53116128684407,"(9, 16)"
2,8,household,40.57163878792122,81.26408718455401,0.6382938399783995,84.71061107595706,"(7, 2)"
2,9,household,31.125386014692076,78.45519782292911,1.0,87.06799432127454,"(11, 12)"
2,10,household,44.779890949610945,89.69994720115213,0.7033897211681812,94.21902728896819,"(0, 3)"
2,11,household,34.8204379508126,69.82628071201971,0.9909463045620686,83.02200048817248,"(11, 18)"
2,12,household,54.39530493145873,108.97646731224381,0.687191575012859,116.44518544678658,"(16, 2)"
2,13,household,36.31014727669498,72.80309087252644,0.8374861575635226,85.13903074567364,"(7, 13)"
2,14,household,36.524526252218614,73.17428792515526,0.5321071090003551,78.42428072207744,"(14, 4)"
2,15,household,27.564675105486334,55.22759229701119,0.7712356786440191,59.44009166795509,"(5, 3)"
2,16,household,54.8157965067052,109.83137356519327,0.7533328993293263,118.80030054153013,"(16, 4)"
2,17,household,42.08544365326971,84.34538928188331,0.7082351938423096,93.93074221413684,"(8, 15)"
2,18,household,27.34425655424841,54.77568615341542,0.5576316051207747,57.889678335513274,"(19, 0)"
2,19,household,36.507609810249946,73.20039385772728,0.9833628362421599,85.80405657923588,"(6, 9)"
2,20,household,23.099871466379007,63.10980559239064,0.814606227855263,67.39241653513025,"(9, 10)"
2,21,household,29.80431497405509,59.73390652700104,0.9092994590644097,66.6242064849993,"(5, 12)"
2,22,household,41.730211972093805,83.61526165334216,0.9149205540715131,90.55925377997697,"(4, 15)"
2,23,household,35.49390866135595,71.17143733302046,0.9643412795025381,83.90007221443034,"(11, 1)"
2,24,household,45.29183298948622,90.64886409108968,1.0,98.99143622019781,"(11, 17)"
2,25,household,35.75065891821954,71.69086536051066,0.9417293520940287,85.11400612886536,"(19, 15)"
2,26,household,53.389420883406096,106.97804002428593,0.7846456575830725,116.24584841144662,"(15, 8)"
2,27,household,45.251954389753955,90.6585701264579,0.8325515928988245,96.61999986511668,"(15, 16)"
2,28,household,28.013893204152197,56.15479507603753,0.8903649829596081,63.85041723615771,"(16, 2)"
2,29,household,33.47000263689745,67.09534690047315,0.9057691773863823,76.7543237613846,"(3, 4)"
2,30,household,32.095599008450726,64.31415448467277,0.5912734085025586,70.442864808666,"(15, 6)"
2,31,household,32.672967481258176,65.49295651375027,0.7155618899677059,74.37676164610828,"(9, 4)"
2,32,household,28.967947960286168,58.049928732136486,0.9267440365306548,63.718453399254756,"(18, 3)"
2,33,household,42.911478080132554,85.94731023250444,0.6363341346195299,89.17535249453674,"(11, 13)"
2,34,household,54.91378097154885,110.02885466359004,0.7703937910354604,119.12975442015517,"(6, 12)"
2,35,household,37.72277215680364,75.60479773746445,0.6368414225888788,84.58521936345203,"(19, 8)"
2,36,household,24.61259016825434,49.314899040420705,0.682360535556213,53.39738467727783,"(11, 1)"
2,37,household,56.394199021456465,112.98175388762334,0.6452615524557472,120.88921585325944,"(2, 4)"
2,38,household,36.741567006775014,73.68144753450918,0.9894666847737703,87.9625559229208,"(5, 13)"
2,39,household,20.991967699815334,42.048719962477016,1.0,47.09413381937391,"(13, 3)"
2,40,business,212.38025769729308,425.28989250988263,0.7103702446044642,453.39183396035247,"(18, 14)"
2,41,business,236.6043787113338,473.71203514432835,0.5211350146085483,497.97804809205,"(11, 14)"
2,42,business,257.9305146810592,516.4560793382311,0.6511534098769156,549.7090200854869,"(4, 3)"
2,43,business,258.4479515622113,517.4965126488175,0.6653643879661235,551.6534130166013,"(5, 7)"
2,44,business,239.40581180239343,479.30077432362293,0.6557178652602758,516.08894817948,"(4, 8)"
2,45,business,279.4415555695792,559.4628046292148,0.5734453807319165,594.0438470111226,"(5, 5)"
2,46,business,313.9623824391758,628.6268244527816,0.7103830345044706,677.348982967901,"(4, 12)"
2,47,business,221.63951039831895,443.71767748575417,0.3966289771336002,460.7671905347286,"(6, 13)"
2,48,business,237.63415230400193,475.7564038975769,0.4784452141446517,498.44528803982786,"(6, 9)"
2,49,business,254.8590825186895,510.29468721919034,0.5988095005312019,539.7803146332776,"(19, 8)"
