,Total_Emissions,Household_Emissions,Business_Emissions,Vehicle_Emissions,Energy_Emissions,Avg_Efficiency,Total_A_Star_Cost
82,5628.334955660246,1029.2944365706348,3261.2300648162054,184.9057046155723,1152.9047496578328,0.999654829679408,525145.9381393385
83,5623.893783462384,1027.29323557046,3259.1599050277523,184.53589320634114,1152.9047496578328,0.9997489473264668,530768.3967319903
84,5619.468062993245,1025.3020405752868,3257.094451340199,184.16682141992843,1152.9047496578328,0.9998430649735256,536386.4372310982
85,5615.057737181188,1023.3208015550889,3255.0336981911796,183.79848777708858,1152.9047496578328,0.9999371826205845,542000.0749957672
86,5610.662749221553,1021.3494687299919,3252.977640032193,183.43089080153442,1152.9047496578328,1.0,547609.325328471
87,5606.404718178358,1019.387992569021,3251.047946931572,183.0640290199314,1152.9047496578328,1.0,553214.2092627431
88,5602.406100162725,1017.4363237888546,3249.3671257541478,182.6979009618915,1152.9047496578328,1.0,558814.8694855425
89,5598.423015210646,1015.4944133525889,3247.6913470402556,182.3325051599677,1152.9047496578328,1.0,564411.554074273
90,5594.455397938489,1013.5622124685043,3246.020595662505,181.96784014964777,1152.9047496578328,1.0,570004.2784619172
91,5590.503183254906,1011.6396725888404,3244.3548565388874,181.60390446934846,1152.9047496578328,1.0,575593.0580165341
92,5586.566306359459,1009.7267454085754,3242.6941146326417,181.24069666040975,1152.9047496578328,1.0,581177.908041551
93,5582.644702741246,1007.8233828642109,3241.038354952114,180.8782152670889,1152.9047496578328,1.0,586758.84377605
94,5578.738308177583,1005.9295371325684,3239.3875625506275,180.51645883655473,1152.9047496578328,1.0,592335.880395057
